fightID,timestamp,sourceID,sourceName,targetID,targetName,abilityGUID,abilityName,amount
1,6889097,55,,57,,,,2405
1,6889097,55,,57,,,,8902
1,6889097,52,,57,,,,4042
1,6889097,52,,57,,,,3241
1,6889097,50,,57,,,,18872
1,6889142,54,,57,,,,26442
1,6889320,49,,57,,,,30
1,6889365,56,,57,,,,50717
1,6889365,48,,57,,,,9763
1,6889409,53,,57,,,,158
1,6889543,52,,57,,,,12850
1,6889632,56,,57,,,,16858
1,6889632,52,,57,,,,3241
1,6889721,52,,57,,,,4042
1,6889721,50,,57,,,,31
1,6889766,53,,57,,,,6426
1,6889766,54,,57,,,,26442
1,6889766,56,,57,,,,5076
1,6889855,49,,57,,,,30
1,6889899,55,,57,,,,8902
1,6889988,48,,57,,,,31005
1,6890077,52,,57,,,,2282
1,6890077,54,,57,,,,3421
1,6890211,48,,57,,,,17131
1,6890256,50,,57,,,,31
1,6890300,56,,57,,,,5076
1,6890390,48,,57,,,,9763
1,6890390,50,,57,,,,18872
1,6890390,52,,57,,,,40080
1,6890434,56,,57,,,,50717
1,6890524,48,,57,,,,5713
1,6890569,53,,57,,,,18092
1,6890613,52,,57,,,,2282
1,6890613,54,,57,,,,3421
1,6890792,48,,57,,,,31005
1,6890792,56,,57,,,,4100
1,6890926,55,,57,,,,8587
1,6891104,50,,57,,,,19962
1,6891149,52,,57,,,,40080
1,6891193,53,,57,,,,4034
1,6891193,48,,57,,,,21442
1,6891282,48,,57,,,,5713
1,6891327,56,,57,,,,4100
1,6891327,56,,57,,,,14985
1,6891372,53,,57,,,,18092
1,6891372,55,,57,,,,3096
1,6891417,58,,57,,,,11366
1,6891417,48,,57,,,,1003
1,6891417,53,,57,,,,3012
1,6891417,50,,57,,,,2674
1,6891417,48,,57,,,,810
1,6891417,54,,57,,,,1880
1,6891417,55,,57,,,,1986
1,6891506,55,,57,,,,8587
1,6891818,56,,57,,,,5282
1,6891907,55,,57,,,,3096
1,6892218,53,,57,,,,4034
1,6892351,56,,57,,,,5282
1,6892396,50,,57,,,,19962
1,6892396,54,,57,,,,67825
1,6892485,52,,57,,,,3180
1,6892485,48,,57,,,,27610
1,6892619,56,,57,,,,14985
1,6892664,48,,57,,,,21442
1,6892708,49,,57,,,,17426
1,6892841,56,,57,,,,4009
1,6892887,54,,57,,,,67825
1,6892887,52,,57,,,,45130
1,6892975,53,,57,,,,11399
1,6893019,52,,57,,,,3180
1,6893019,48,,57,,,,27610
1,6893197,54,,57,,,,4646
1,6893287,56,,57,,,,30738
1,6893287,50,,57,,,,11558
1,6893375,56,,57,,,,4009
1,6893420,55,,57,,,,15823
1,6893509,49,,57,,,,17426
1,6893598,53,,57,,,,3873
1,6893598,48,,57,,,,3556
1,6893687,49,,57,,,,14271
1,6893687,48,,57,,,,6795
1,6893732,54,,57,,,,4646
1,6893776,53,,57,,,,11399
1,6893776,54,,57,,,,53844
1,6893910,55,,57,,,,6806
1,6893910,56,,57,,,,3183
1,6893910,50,,57,,,,45
1,6894000,53,,57,,,,244
1,6894044,55,,57,,,,15823
1,6894044,52,,57,,,,45130
1,6894044,56,,57,,,,12428
1,6894044,52,,57,,,,4139
1,6894178,55,,57,,,,2442
1,6894267,54,,57,,,,53844
1,6894312,48,,57,,,,6795
1,6894312,49,,57,,,,65
1,6894312,48,,57,,,,10770
1,6894357,48,,57,,,,3556
1,6894402,56,,57,,,,30738
1,6894402,58,,57,,,,12826
1,6894402,48,,57,,,,1240
1,6894402,53,,57,,,,2717
1,6894402,50,,57,,,,2412
1,6894402,48,,57,,,,991
1,6894402,54,,57,,,,1695
1,6894402,55,,57,,,,1791
1,6894402,55,,57,,,,1979
1,6894446,56,,57,,,,3183
1,6894446,49,,57,,,,14271
1,6894446,50,,57,,,,45
1,6894535,53,,57,,,,244
1,6894580,50,,57,,,,11558
1,6894628,53,,57,,,,3873
1,6894670,55,,57,,,,6806
1,6894670,52,,57,,,,4139
1,6894714,55,,57,,,,2442
1,6894851,49,,57,,,,65
1,6894937,56,,57,,,,5233
1,6895249,56,,57,,,,11870
1,6895249,50,,57,,,,19302
1,6895337,48,,57,,,,10399
1,6895382,52,,57,,,,33568
1,6895427,53,,57,,,,19355
1,6895471,56,,57,,,,5233
1,6895516,56,,57,,,,12428
1,6895516,54,,57,,,,5617
1,6895873,52,,57,,,,2718
1,6895916,48,,57,,,,10770
1,6895916,55,,57,,,,16002
1,6895960,54,,57,,,,14327
1,6896005,52,,57,,,,33568
1,6896005,56,,57,,,,13704
1,6896005,56,,57,,,,5096
1,6896050,54,,57,,,,5617
1,6896140,48,,57,,,,10661
1,6896140,48,,57,,,,16778
1,6896140,48,,57,,,,21728
1,6896228,53,,57,,,,19355
1,6896406,52,,57,,,,2718
1,6896540,56,,57,,,,11870
1,6896540,56,,57,,,,5096
1,6896540,50,,57,,,,19302
1,6896585,54,,57,,,,14327
1,6896674,55,,57,,,,8469
1,6896674,48,,57,,,,2818
1,6896940,48,,57,,,,10399
1,6896940,48,,57,,,,5694
1,6896985,55,,57,,,,2572
1,6896985,49,,57,,,,15187
1,6897029,56,,57,,,,5608
1,6897073,55,,57,,,,16002
1,6897207,56,,57,,,,30170
1,6897207,50,,57,,,,19578
1,6897430,48,,57,,,,2818
1,6897430,58,,57,,,,14252
1,6897430,48,,57,,,,1378
1,6897430,53,,57,,,,3019
1,6897430,50,,57,,,,2680
1,6897430,48,,57,,,,1102
1,6897430,54,,57,,,,1884
1,6897430,55,,57,,,,1991
1,6897430,55,,57,,,,2198
1,6897474,56,,57,,,,13704
1,6897519,55,,57,,,,2572
1,6897563,56,,57,,,,5608
1,6897608,49,,57,,,,15187
1,6897608,48,,57,,,,10661
1,6897652,55,,57,,,,8469
1,6897741,48,,57,,,,16778
1,6897785,49,,57,,,,39
1,6897830,53,,57,,,,14960
1,6897830,54,,57,,,,3855
1,6897875,48,,57,,,,21728
1,6897875,52,,57,,,,33323
1,6898053,56,,57,,,,3299
1,6898097,50,,57,,,,38
1,6898142,54,,57,,,,13105
1,6898320,56,,57,,,,30170
1,6898320,49,,57,,,,39
1,6898364,54,,57,,,,3855
1,6898408,55,,57,,,,18648
1,6898452,52,,57,,,,4266
1,6898497,50,,57,,,,19578
1,6898497,49,,57,,,,14939
1,6898542,52,,57,,,,33323
1,6898542,48,,57,,,,5694
1,6898587,56,,57,,,,3299
1,6898632,53,,57,,,,14960
1,6898632,50,,57,,,,38
1,6898632,48,,57,,,,14389
1,6898943,54,,57,,,,13105
1,6899032,55,,57,,,,4655
1,6899076,52,,57,,,,4266
1,6899121,55,,57,,,,18648
1,6899121,49,,57,,,,14939
1,6899121,53,,57,,,,163
1,6899121,56,,57,,,,2562
1,6899165,56,,57,,,,34750
1,6899210,50,,57,,,,12119
1,6899255,52,,57,,,,5550
1,6899255,48,,57,,,,25999
1,6899433,54,,57,,,,11789
1,6899654,53,,57,,,,163
1,6899654,56,,57,,,,2562
1,6899743,48,,57,,,,5726
1,6899788,55,,57,,,,4655
1,6899788,52,,57,,,,5550
1,6899788,55,,57,,,,2610
1,6899877,56,,57,,,,16634
1,6900010,49,,57,,,,20538
1,6900055,54,,57,,,,11789
1,6900055,48,,57,,,,25999
1,6900100,48,,57,,,,14389
1,6900145,56,,57,,,,3399
1,6900145,54,,57,,,,4675
1,6900234,56,,57,,,,34750
1,6900279,53,,57,,,,19299
1,6900323,55,,57,,,,2610
1,6900412,58,,57,,,,14840
1,6900412,48,,57,,,,1435
1,6900412,53,,57,,,,3143
1,6900412,50,,57,,,,2791
1,6900412,48,,57,,,,1147
1,6900412,54,,57,,,,1962
1,6900412,55,,57,,,,2073
1,6900412,55,,57,,,,2289
1,6900501,48,,57,,,,5726
1,6900501,50,,57,,,,12119
1,6900546,52,,57,,,,5322
1,6900635,49,,57,,,,20538
1,6900680,56,,57,,,,3399
1,6900680,54,,57,,,,4675
1,6900902,55,,57,,,,14709
1,6901080,53,,57,,,,19299
1,6901080,52,,57,,,,5322
1,6901080,54,,57,,,,41489
1,6901080,48,,57,,,,10857
1,6901125,56,,57,,,,15998
1,6901170,56,,57,,,,3439
1,6901258,49,,57,,,,31
1,6901347,56,,57,,,,16634
1,6901614,50,,57,,,,19713
1,6901703,56,,57,,,,3439
1,6901703,54,,57,,,,41489
1,6901792,49,,57,,,,31
1,6901971,55,,57,,,,14709
1,6902194,49,,57,,,,25395
1,6902238,56,,57,,,,5491
1,6902416,56,,57,,,,15998
1,6902505,54,,57,,,,39549
1,6902550,48,,57,,,,10857
1,6902595,55,,57,,,,2525
1,6902639,52,,57,,,,3493
1,6902684,53,,57,,,,24642
1,6902773,56,,57,,,,5491
1,6902818,48,,57,,,,3029
1,6902907,50,,57,,,,19713
1,6903041,52,,57,,,,43314
1,6903086,56,,57,,,,12561
1,6903129,55,,57,,,,2525
1,6903129,54,,57,,,,39549
1,6903174,52,,57,,,,3493
1,6903264,56,,57,,,,2760
1,6903264,54,,57,,,,5975
1,6903309,50,,57,,,,36
1,6903399,55,,57,,,,16770
1,6903442,58,,57,,,,13665
1,6903442,48,,57,,,,1536
1,6903442,53,,57,,,,3364
1,6903442,50,,57,,,,2987
1,6903442,48,,57,,,,1228
1,6903442,54,,57,,,,2099
1,6903442,55,,57,,,,2451
1,6903487,53,,57,,,,24642
1,6903577,48,,57,,,,3029
1,6903577,48,,57,,,,8640
1,6903622,49,,57,,,,25395
1,6903801,56,,57,,,,2760
1,6903801,52,,57,,,,43314
1,6903801,54,,57,,,,5975
1,6903801,54,,57,,,,41334
1,6903845,50,,57,,,,36
1,6903845,56,,57,,,,16907
1,6903934,56,,57,,,,12561
1,6904289,56,,57,,,,2779
1,6904334,50,,57,,,,12301
1,6904379,54,,57,,,,41334
1,6904379,48,,57,,,,17209
1,6904689,49,,57,,,,56756
1,6904734,49,,57,,,,38
1,6904822,56,,57,,,,2779
1,6905045,55,,57,,,,16770
1,6905045,48,,57,,,,8640
1,6905045,56,,57,,,,11756
1,6905045,48,,57,,,,15532
1,6905090,53,,57,,,,11441
1,6905090,54,,57,,,,13991
1,6905223,53,,57,,,,216
1,6905268,49,,57,,,,38
1,6905312,56,,57,,,,16907
1,6905357,56,,57,,,,2951
1,6905401,55,,57,,,,4132
1,6905446,48,,57,,,,17209
1,6905535,52,,57,,,,13204
1,6905579,54,,57,,,,4859
1,6905623,50,,57,,,,12301
1,6905757,53,,57,,,,216
1,6905847,54,,57,,,,13991
1,6905847,48,,57,,,,15532
1,6905891,53,,57,,,,11441
1,6905891,56,,57,,,,2951
1,6905891,55,,57,,,,15003
1,6905891,48,,57,,,,4818
1,6905936,55,,57,,,,4132
1,6906024,52,,57,,,,4380
1,6906069,48,,57,,,,11017
1,6906113,54,,57,,,,4859
1,6906157,52,,57,,,,13204
1,6906428,58,,57,,,,11827
1,6906428,48,,57,,,,1329
1,6906428,53,,57,,,,2912
1,6906428,50,,57,,,,2585
1,6906428,48,,57,,,,1063
1,6906428,54,,57,,,,1817
1,6906428,55,,57,,,,2121
1,6906514,49,,57,,,,56756
1,6906514,55,,57,,,,3913
1,6906558,52,,57,,,,4380
1,6906606,55,,57,,,,15003
1,6906650,56,,57,,,,11756
1,6906650,48,,57,,,,4818
1,6906781,50,,57,,,,20813
1,6906960,56,,57,,,,19755
1,6907183,49,,57,,,,50805
1,6907271,55,,57,,,,3913
1,6907271,54,,57,,,,17641
1,6907405,56,,57,,,,2279
1,6907538,48,,57,,,,11017
1,6907627,53,,57,,,,10630
1,6907760,56,,57,,,,14630
1,6907893,54,,57,,,,3452
1,6907938,56,,57,,,,2279
1,6907938,54,,57,,,,17641
1,6908026,52,,57,,,,18423
1,6908070,56,,57,,,,19755
1,6908070,50,,57,,,,20813
1,6908203,55,,57,,,,2013
1,6908203,49,,57,,,,38
1,6908381,55,,57,,,,4728
1,6908425,53,,57,,,,10630
1,6908425,54,,57,,,,3452
1,6908513,48,,57,,,,6833
1,6908736,55,,57,,,,2013
1,6908736,49,,57,,,,50805
1,6908736,49,,57,,,,38
1,6908913,56,,57,,,,14379
1,6908958,48,,57,,,,3681
1,6909223,56,,57,,,,14630
1,6909223,50,,57,,,,11416
1,6909312,55,,57,,,,4728
1,6909401,58,,57,,,,11483
1,6909401,48,,57,,,,1290
1,6909401,53,,57,,,,2827
1,6909401,50,,57,,,,2510
1,6909401,48,,57,,,,1032
1,6909401,54,,57,,,,1764
1,6909401,55,,57,,,,2059
1,6909401,52,,57,,,,2515
1,6909446,54,,57,,,,16286
1,6909490,56,,57,,,,2599
1,6909534,52,,57,,,,18423
1,6909712,56,,57,,,,14379
1,6909712,48,,57,,,,3681
1,6909846,50,,57,,,,47
1,6909934,52,,57,,,,2515
1,6909979,48,,57,,,,6833
1,6910023,56,,57,,,,2599
1,6910023,53,,57,,,,11509
1,6910200,54,,57,,,,4190
1,6910245,54,,57,,,,16286
1,6910378,50,,57,,,,47
1,6910511,54,,57,,,,17064
1,6910556,50,,57,,,,11416
1,6910556,52,,57,,,,13710
1,6910733,54,,57,,,,4190
1,6910822,53,,57,,,,11509
1,6910867,56,,57,,,,16081
1,6910911,55,,57,,,,7022
1,6911045,55,,57,,,,1895
1,6911045,48,,57,,,,11686
1,6911089,49,,57,,,,13153
1,6911178,54,,57,,,,17064
1,6911222,52,,57,,,,13710
1,6911355,53,,57,,,,256
1,6911577,55,,57,,,,1895
1,6911577,56,,57,,,,2228
1,6911666,56,,57,,,,16081
1,6911710,49,,57,,,,7243
1,6911710,50,,57,,,,11349
1,6911887,53,,57,,,,256
1,6911887,49,,57,,,,13153
1,6911976,55,,57,,,,7022
1,6911976,48,,57,,,,7679
1,6912020,48,,57,,,,3101
1,6912109,56,,57,,,,2228
1,6912374,49,,57,,,,7243
1,6912420,58,,57,,,,12657
1,6912420,48,,57,,,,1401
1,6912420,53,,57,,,,3257
1,6912420,50,,57,,,,2726
1,6912420,48,,57,,,,1120
1,6912420,54,,57,,,,1916
1,6912420,55,,57,,,,2236
1,6912420,54,,57,,,,34559
1,6912420,49,,57,,,,17311
1,6912508,48,,57,,,,11686
1,6912774,48,,57,,,,3101
1,6912774,52,,57,,,,5241
1,6912906,56,,57,,,,10317
1,6913039,50,,57,,,,11349
1,6913039,52,,57,,,,5131
1,6913084,54,,57,,,,34559
1,6913084,49,,57,,,,26253
1,6913173,49,,57,,,,31
1,6913217,49,,57,,,,17311
1,6913261,50,,57,,,,2388
1,6913306,52,,57,,,,5241
1,6913350,54,,57,,,,5659
1,6913394,55,,57,,,,8717
1,6913483,48,,57,,,,7001
1,6913572,52,,57,,,,5131
1,6913572,48,,57,,,,7679
1,6913661,56,,57,,,,2217
1,6913705,49,,57,,,,31
1,6913839,54,,57,,,,32923
1,6913884,54,,57,,,,5659
1,6913884,55,,57,,,,3103
1,6914016,56,,57,,,,10317
1,6914193,56,,57,,,,2217
1,6914238,49,,57,,,,26253
1,6914327,50,,57,,,,31
1,6914415,55,,57,,,,3103
1,6914504,54,,57,,,,32923
1,6914593,50,,57,,,,2388
1,6914816,53,,57,,,,11194
1,6914861,50,,57,,,,31
1,6914861,56,,57,,,,13512
1,6914949,48,,57,,,,7001
1,6915038,55,,57,,,,8717
1,6915083,48,,57,,,,2482
1,6915438,58,,57,,,,12317
1,6915438,48,,57,,,,1346
1,6915438,53,,57,,,,3129
1,6915438,48,,57,,,,1076
1,6915438,54,,57,,,,1840
1,6915438,55,,57,,,,2148
1,6915438,50,,57,,,,2778
1,6915483,53,,57,,,,150
1,6915571,52,,57,,,,7493
1,6915616,53,,57,,,,11194
1,6915660,54,,57,,,,3219
1,6915705,56,,57,,,,13512
1,6915749,56,,57,,,,3465
1,6915838,48,,57,,,,2482
1,6915882,55,,57,,,,4804
1,6915971,48,,57,,,,6878
1,6916016,53,,57,,,,150
1,6916016,54,,57,,,,9879
1,6916149,52,,57,,,,2669
1,6916193,52,,57,,,,7493
1,6916193,54,,57,,,,3219
1,6916282,56,,57,,,,3465
1,6916326,49,,57,,,,12518
1,6916548,55,,57,,,,15853
1,6916593,48,,57,,,,11933
1,6916682,52,,57,,,,2669
1,6916682,54,,57,,,,9879
1,6916682,50,,57,,,,18164
1,6916726,55,,57,,,,1834
1,6916815,55,,57,,,,4804
1,6916860,56,,57,,,,13057
1,6917126,49,,57,,,,12518
1,6917215,55,,57,,,,15853
1,6917259,55,,57,,,,1834
1,6917304,49,,57,,,,21751
1,6917393,48,,57,,,,11933
1,6917438,48,,57,,,,6878
1,6917482,53,,57,,,,10704
1,6917616,56,,57,,,,13057
1,6917971,50,,57,,,,18164
1,6917971,54,,57,,,,3897
1,6918061,49,,57,,,,21751
1,6918061,52,,57,,,,11426
1,6918150,49,,57,,,,29
1,6918150,48,,57,,,,2796
1,6918195,54,,57,,,,14056
1,6918284,53,,57,,,,10704
1,6918418,58,,57,,,,14567
1,6918418,48,,57,,,,1592
1,6918418,53,,57,,,,3700
1,6918418,48,,57,,,,1273
1,6918418,54,,57,,,,2176
1,6918418,55,,57,,,,2541
1,6918418,50,,57,,,,3285
1,6918418,55,,57,,,,13382
1,6918463,48,,57,,,,8114
1,6918507,54,,57,,,,3897
1,6918686,49,,57,,,,29
1,6918863,56,,57,,,,9542
1,6918863,56,,57,,,,2631
1,6918908,48,,57,,,,2796
1,6918998,54,,57,,,,14056
1,6919042,55,,57,,,,13382
1,6919132,55,,57,,,,4611
1,6919132,50,,57,,,,10844
1,6919530,55,,57,,,,180
1,6919930,55,,57,,,,4611
1,6920064,55,,57,,,,180
1,6921439,58,,57,,,,13834
1,6921439,48,,57,,,,1512
1,6921439,53,,57,,,,3514
1,6921439,48,,57,,,,1209
1,6921439,54,,57,,,,2067
1,6921439,55,,57,,,,2413
1,6921439,50,,57,,,,3119
2,6953128,52,,57,,,,3494
2,6953796,50,,57,,,,11250
2,6953842,52,,57,,,,3494
2,6953842,53,,57,,,,13103
2,6954196,55,,57,,,,3512
2,6954286,48,,57,,,,3363
2,6954286,48,,57,,,,2322
2,6954599,56,,57,,,,7494
2,6954599,56,,57,,,,2480
2,6954643,53,,57,,,,13103
2,6954688,54,,57,,,,12656
2,6954688,54,,57,,,,2690
2,6954688,49,,57,,,,14031
2,6954910,55,,57,,,,3512
2,6955043,48,,57,,,,2322
2,6955088,50,,57,,,,11250
2,6955133,56,,57,,,,2480
2,6955177,55,,57,,,,2985
2,6955177,52,,57,,,,2713
2,6955222,54,,57,,,,2690
2,6955311,49,,57,,,,22344
2,6955312,50,,57,,,,3571
2,6955312,50,,57,,,,28
2,6955445,54,,57,,,,12656
2,6955445,49,,57,,,,14031
2,6955580,48,,57,,,,3363
2,6955580,58,,57,,,,1622
2,6955580,48,,57,,,,1622
2,6955624,48,,57,,,,4289
2,6955668,52,,57,,,,4369
2,6955713,55,,57,,,,2985
2,6955713,52,,57,,,,2713
2,6955846,50,,57,,,,28
2,6955892,56,,57,,,,7494
2,6955980,49,,57,,,,17074
2,6956025,50,,57,,,,14474
2,6956069,49,,57,,,,22344
2,6956202,52,,57,,,,4369
2,6956515,56,,57,,,,18510
2,6956604,50,,57,,,,3571
2,6956648,56,,57,,,,2013
2,6956693,50,,57,,,,14474
2,6956693,55,,57,,,,4336
2,6956782,48,,57,,,,4794
2,6957139,49,,57,,,,17074
2,6957183,56,,57,,,,2013
2,6957228,48,,57,,,,4289
2,6957228,49,,57,,,,21902
2,6957361,48,,57,,,,3685
2,6957584,55,,57,,,,4336
2,6957628,56,,57,,,,18510
2,6957852,49,,57,,,,13439
2,6957940,54,,57,,,,13192
2,6957984,55,,57,,,,2926
2,6958073,48,,57,,,,4794
2,6958118,48,,57,,,,3685
2,6958163,54,,57,,,,2638
2,6958207,52,,57,,,,11520
2,6958385,49,,57,,,,21902
2,6958430,50,,57,,,,11165
2,6958474,56,,57,,,,13015
2,6958518,55,,57,,,,2926
2,6958563,54,,57,,,,13192
2,6958563,52,,57,,,,2244
2,6958608,58,,57,,,,11038
2,6958608,48,,57,,,,1169
2,6958608,53,,57,,,,3591
2,6958608,50,,57,,,,3136
2,6958608,48,,57,,,,944
2,6958608,54,,57,,,,2197
2,6958652,49,,57,,,,13439
2,6958697,54,,57,,,,2638
2,6958697,56,,57,,,,2354
2,6958786,50,,57,,,,30
2,6958831,52,,57,,,,11520
2,6958965,53,,57,,,,11289
2,6959010,49,,57,,,,29
2,6959099,52,,57,,,,2244
2,6959188,55,,57,,,,33384
2,6959233,56,,57,,,,2354
2,6959233,48,,57,,,,6853
2,6959322,50,,57,,,,30
2,6959545,49,,57,,,,29
2,6959679,54,,57,,,,12617
2,6959723,50,,57,,,,11165
2,6959768,56,,57,,,,13015
2,6959768,53,,57,,,,11289
2,6959902,55,,57,,,,33384
2,6959902,55,,57,,,,39553
2,6960304,54,,57,,,,51675
2,6960393,56,,57,,,,24673
2,6960438,54,,57,,,,12617
2,6960438,48,,57,,,,2444
2,6960438,50,,57,,,,19813
2,6960527,55,,57,,,,39553
2,6960527,55,,57,,,,5328
2,6960705,48,,57,,,,6853
2,6960705,52,,57,,,,16258
2,6960750,56,,57,,,,2610
2,6960795,55,,57,,,,3288
2,6960839,54,,57,,,,2739
2,6960928,49,,57,,,,22251
2,6960973,54,,57,,,,51675
2,6961151,55,,57,,,,5328
2,6961197,48,,57,,,,2444
2,6961197,56,,57,,,,13096
2,6961285,56,,57,,,,2610
2,6961330,55,,57,,,,3288
2,6961375,54,,57,,,,2739
2,6961375,53,,57,,,,15007
2,6961508,56,,57,,,,24673
2,6961553,49,,57,,,,22251
2,6961598,58,,57,,,,9916
2,6961598,48,,57,,,,859
2,6961598,53,,57,,,,2637
2,6961598,50,,57,,,,2302
2,6961598,48,,57,,,,693
2,6961598,54,,57,,,,1613
2,6961598,55,,57,,,,1811
2,6961731,50,,57,,,,19813
2,6961731,55,,57,,,,11945
2,6961731,49,,57,,,,10689
2,6961731,48,,57,,,,16765
2,6961954,52,,57,,,,5434
2,6961954,52,,57,,,,5667
2,6962175,53,,57,,,,15007
2,6962176,54,,57,,,,14339
2,6962309,49,,57,,,,10689
2,6962354,52,,57,,,,16258
2,6962354,56,,57,,,,52315
2,6962400,55,,57,,,,11945
2,6962400,55,,57,,,,6094
2,6962400,49,,57,,,,14818
2,6962400,48,,57,,,,21883
2,6962400,50,,57,,,,12906
2,6962488,52,,57,,,,5667
2,6962488,49,,57,,,,61
2,6962577,52,,57,,,,5434
2,6962666,56,,57,,,,13096
2,6962801,54,,57,,,,14339
2,6962801,56,,57,,,,2732
2,6962934,52,,57,,,,3168
2,6962979,50,,57,,,,32
2,6963024,49,,57,,,,14818
2,6963024,49,,57,,,,61
2,6963024,48,,57,,,,19352
2,6963068,49,,57,,,,4954
2,6963157,54,,57,,,,3635
2,6963201,55,,57,,,,6094
2,6963201,48,,57,,,,16765
2,6963201,52,,57,,,,43367
2,6963335,56,,57,,,,2732
2,6963423,56,,57,,,,52315
2,6963423,48,,57,,,,21883
2,6963467,52,,57,,,,3168
2,6963512,50,,57,,,,32
2,6963512,48,,57,,,,4726
2,6963601,55,,57,,,,2516
2,6963690,54,,57,,,,3635
2,6963690,50,,57,,,,12906
2,6963735,49,,57,,,,4954
2,6963781,53,,57,,,,14505
2,6963824,48,,57,,,,19352
2,6963824,52,,57,,,,18810
2,6963869,56,,57,,,,5604
2,6963914,49,,57,,,,27246
2,6963958,52,,57,,,,43367
2,6964137,55,,57,,,,2516
2,6964182,48,,57,,,,22353
